S.No:,Contract No:,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
5339,'2020102903008602',GMFIL,38,36,600,186,111600.00
5340,'2020102903008601',GMFIL,32,36,40,187,7480.00
5341,'2020102904004497',GIC,45,40,10,561,5610.00
5342,'2020102904004496',GIC,45,29,10,561,5610.00
5343,'2020102903008600',NLICL,35,6,170,776,131920.00
5344,'2020102901023056',HDHPC,36,34,50,140,7000.00
5345,'2020102901023055',RHPL,35,29,10,215,2150.00
5346,'2020102901023054',HBL,26,34,50,613,30650.00
5347,'2020102901023053',HBL,26,41,62,613,38006.00
5348,'2020102901023052',SCB,1,21,50,683,34150.00
5349,'2020102903008599',NRIC,49,18,20,864,17280.00
5350,'2020102901023051',KKHC,51,48,10,118,1180.00
5351,'2020102901023050',RRHP,33,42,10,196,1960.00
5352,'2020102903008598',MLBBL,33,26,200,750,150000.00
5353,'2020102901023049',AKJCL,25,37,20,118,2360.00
5354,'2020102901023048',AKJCL,25,11,10,118,1180.00
5355,'2020102901023047',AKJCL,25,32,10,118,1180.00
5356,'2020102901023046',AHPC,16,11,26,233,6058.00
5357,'2020102901023045',AHPC,16,58,647,233,150751.00
5358,'2020102904004495',GIC,59,42,10,560,5600.00
5359,'2020102903008597',RLI,19,56,10,592,5920.00
5360,'2020102903008596',RLI,19,42,10,592,5920.00
5361,'2020102903008595',RLI,19,58,50,592,29600.00
5362,'2020102901023044',KBL,57,33,20,240,4800.00
5363,'2020102901023043',UMHL,28,58,10,164,1640.00
5364,'2020102903008594',NRN,6,41,10,347,3470.00
5365,'2020102901023042',PRVU,58,33,380,263,99940.00
5366,'2020102901023041',PRVU,58,53,70,263,18410.00
5367,'2020102901023040',GBIME,47,5,70,298,20860.00
5368,'2020102901023039',PRIN,49,8,11,602,6622.00
5369,'2020102903008593',SFCL,10,34,195,139,27105.00
5370,'2020102903008592',SFCL,13,34,300,139,41700.00
5371,'2020102903008591',SLICL,29,58,10,619,6190.00
5372,'2020102901023038',CBL,49,46,200,177,35400.00
5373,'2020102901023037',CBL,49,16,192,177,33984.00
5374,'2020102901023036',KBL,26,33,470,240,112800.00
5375,'2020102901023035',KBL,26,55,30,240,7200.00
5376,'2020102903008590',JBBL,51,54,461,215,99115.00
5377,'2020102901023034',NBL,43,36,490,346,169540.00
5378,'2020102901023033',BOKL,17,14,318,286,90948.00
5379,'2020102901023032',BOKL,17,49,82,286,23452.00
5380,'2020102903008589',ALBSL,47,6,19,802,15238.00
5381,'2020102903008588',ALBSL,20,6,65,803,52195.00
5382,'2020102903008587',ALBSL,11,6,67,805,53935.00
5383,'2020102901023031',SBL,45,22,408,345,140760.00
5384,'2020102901023030',SBL,52,22,500,345,172500.00
5385,'2020102901023029',SBL,34,22,92,345,31740.00
5386,'2020102901023028',MBL,5,36,300,236,70800.00
5387,'2020102903008586',MERO,22,35,30,757,22710.00
5388,'2020102901023027',PRVU,54,58,19,262,4978.00
5389,'2020102901023026',PRVU,38,58,19,262,4978.00
5390,'2020102901023025',PRVU,57,58,75,262,19650.00
5391,'2020102901023024',MEGA,58,25,28,241,6748.00
5392,'2020102901023023',MEGA,51,25,500,241,120500.00
5393,'2020102901023022',MEGA,4,25,20,241,4820.00
5394,'2020102901023021',SCB,55,21,52,683,35516.00
5395,'2020102903008585',MERO,22,52,50,757,37850.00
5396,'2020102904004494',GIC,45,57,10,561,5610.00
5397,'2020102901023020',CZBIL,47,6,15,238,3570.00
5398,'2020102901023019',CZBIL,47,6,60,238,14280.00
5399,'2020102901023018',CZBIL,34,6,200,238,47600.00
5400,'2020102901023017',CZBIL,47,6,350,238,83300.00
5401,'2020102901023016',CZBIL,47,6,50,238,11900.00
5402,'2020102901023015',CZBIL,47,6,50,238,11900.00
5403,'2020102901023014',CZBIL,47,6,200,238,47600.00
5404,'2020102901023013',CZBIL,41,6,75,238,17850.00
5405,'2020102901023012',CZBIL,32,6,1000,238,238000.00
5406,'2020102903008584',SKBBL,49,8,40,1390,55600.00
5407,'2020102901023011',PMHPL,17,29,10,141,1410.00
5408,'2020102901023010',SANIMA,49,22,100,353,35300.00
5409,'2020102901023009',UPCL,48,44,50,137,6850.00
5410,'2020102901023008',SRBL,14,49,288,268,77184.00
5411,'2020102904004493',GIC,59,51,10,560,5600.00
5412,'2020102903008583',NTC,33,58,349,731,255119.00
5413,'2020102903008582',NTC,28,58,12,731,8772.00
5414,'2020102903008581',NTC,33,58,274,731,200294.00
5415,'2020102903008580',NTC,22,58,500,732,366000.00
5416,'2020102903008579',SLBS,42,17,88,940,82720.00
5417,'2020102901023007',GBIME,37,42,39,297,11583.00
5418,'2020102901023006',GBIME,41,42,100,297,29700.00
5419,'2020102901023005',GBIME,1,42,40,297,11880.00
5420,'2020102901023004',GBIME,42,42,100,297,29700.00
5421,'2020102901023003',GBIME,47,42,171,297,50787.00
5422,'2020102903008578',SHINE,13,21,20,277,5540.00
5423,'2020102903008577',SHINE,13,54,480,277,132960.00
5424,'2020102901023002',UMHL,28,22,101,164,16564.00
5425,'2020102901023001',SRBL,57,55,150,269,40350.00
5426,'2020102901023000',PPCL,41,34,10,178,1780.00
5427,'2020102901022999',AIL,58,57,10,511,5110.00
5428,'2020102903008576',RLI,25,48,10,591,5910.00
5429,'2020102903008575',GLICL,32,34,70,622,43540.00
5430,'2020102903008574',NRIC,35,18,50,864,43200.00
5431,'2020102903008573',NRIC,18,18,200,864,172800.00
5432,'2020102903008572',NRIC,21,18,30,864,25920.00
5433,'2020102903008571',NRIC,34,18,100,864,86400.00
5434,'2020102903008570',NRIC,14,18,100,864,86400.00
5435,'2020102903008569',NRIC,45,18,100,864,86400.00
5436,'2020102901022998',NICA,22,34,10,617,6170.00
5437,'2020102901022997',API,53,42,18,226,4068.00
5438,'2020102901022996',API,6,1,200,225,45000.00
5439,'2020102901022995',HURJA,58,17,20,176,3520.00
5440,'2020102901022994',MEGA,4,58,980,241,236180.00
5441,'2020102901022993',MEGA,22,58,20,241,4820.00
5442,'2020102901022992',MEGA,21,58,100,241,24100.00
5443,'2020102901022991',MEGA,58,58,100,241,24100.00
5444,'2020102901022990',MEGA,38,58,100,241,24100.00
5445,'2020102901022989',MEGA,50,58,100,241,24100.00
5446,'2020102901022988',MEGA,7,58,500,241,120500.00
5447,'2020102901022987',MEGA,42,58,100,241,24100.00
5448,'2020102901022986',MEGA,50,58,1000,241,241000.00
5449,'2020102901022985',PCBL,58,43,63,335,21105.00
5450,'2020102901022984',PCBL,58,29,137,334,45758.00
5451,'2020102903008568',SABSL,17,34,10,857,8570.00
5452,'2020102904004492',GIC,17,40,10,561,5610.00
5453,'2020102901022983',SBL,34,59,200,345,69000.00
5454,'2020102903008567',JFL,42,55,100,220,22000.00
5455,'2020102903008566',JFL,57,55,200,220,44000.00
5456,'2020102901022982',UPCL,48,22,245,137,33565.00
5457,'2020102901022981',UPCL,51,22,100,137,13700.00
5458,'2020102901022980',UPCL,26,22,155,137,21235.00
5459,'2020102903008565',NRN,22,14,10,347,3470.00
5460,'2020102903008564',NRN,22,54,35,347,12145.00
5461,'2020102904004491',GIC,17,29,10,561,5610.00
5462,'2020102904004490',GIC,17,36,10,561,5610.00
5463,'2020102901022979',BOKL,13,32,355,285,101175.00
5464,'2020102901022978',SHIVM,58,7,50,755,37750.00
5465,'2020102901022977',PCBL,58,29,562,334,187708.00
5466,'2020102901022976',PCBL,58,25,200,334,66800.00
5467,'2020102901022975',PCBL,58,53,1000,334,334000.00
5468,'2020102901022974',PCBL,58,18,100,334,33400.00
5469,'2020102901022973',PCBL,58,25,50,334,16700.00
5470,'2020102901022972',PCBL,58,34,4388,334,1465592.00
5471,'2020102901022971',PCBL,58,54,200,333,66600.00
5472,'2020102901022970',NABIL,58,43,10,901,9010.00
5473,'2020102903008563',GUFL,59,28,500,155,77500.00
5474,'2020102901022969',NIB,57,11,337,440,148280.00
5475,'2020102901022968',NIB,19,11,20,440,8800.00
5476,'2020102901022967',NIB,57,11,10,440,4400.00
5477,'2020102901022966',NIB,1,11,133,440,58520.00
5478,'2020102904004489',GIC,57,28,10,561,5610.00
5479,'2020102903008562',NRIC,33,42,10,865,8650.00
5480,'2020102903008561',GBLBS,14,14,10,525,5250.00
5481,'2020102901022965',MHNL,49,1,30,185,5550.00
5482,'2020102901022964',MHNL,51,1,10,186,1860.00
5483,'2020102901022963',CZBIL,41,28,25,238,5950.00
5484,'2020102901022962',CZBIL,48,28,175,238,41650.00
5485,'2020102901022961',UPCL,58,45,200,138,27600.00
5486,'2020102901022960',SJCL,49,42,10,196,1960.00
5487,'2020102904004488',GIC,57,58,10,561,5610.00
5488,'2020102901022959',NICA,34,34,100,617,61700.00
5489,'2020102901022958',NICA,50,34,500,617,308500.00
5490,'2020102901022957',NICA,45,34,150,617,92550.00
5491,'2020102901022956',NIB,1,34,17,440,7480.00
5492,'2020102901022955',NIB,1,34,150,440,66000.00
5493,'2020102901022954',NIB,43,34,36,440,15840.00
5494,'2020102903008560',UFL,14,5,127,242,30734.00
5495,'2020102903008559',HIDCL,48,58,200,204,40800.00
5496,'2020102904004487',GIC,57,40,10,561,5610.00
5497,'2020102901022953',SRBL,35,55,200,269,53800.00
5498,'2020102901022952',PCBL,58,34,48,334,16032.00
5499,'2020102901022951',PCBL,58,41,484,333,161172.00
5500,'2020102901022950',PCBL,58,37,100,333,33300.00
5501,'2020102901022949',PCBL,58,56,345,333,114885.00
5502,'2020102901022948',PCBL,58,10,300,333,99900.00
5503,'2020102901022947',PCBL,58,21,550,333,183150.00
5504,'2020102901022946',PCBL,58,32,1173,333,390609.00
5505,'2020102901022945',HURJA,58,17,20,176,3520.00
5506,'2020102904004486',GIC,57,29,10,561,5610.00
5507,'2020102901022944',NABIL,21,43,50,901,45050.00
5508,'2020102901022943',SJCL,49,42,20,196,3920.00
5509,'2020102901022942',NABIL,28,14,50,900,45000.00
5510,'2020102901022941',NABIL,6,14,215,900,193500.00
5511,'2020102901022940',NABIL,48,14,20,900,18000.00
5512,'2020102901022939',NABIL,42,14,100,900,90000.00
5513,'2020102901022938',NABIL,42,14,30,900,27000.00
5514,'2020102901022937',KBL,6,44,1929,239,461031.00
5515,'2020102901022936',KBL,22,44,80,239,19120.00
5516,'2020102901022935',KBL,51,44,500,239,119500.00
5517,'2020102901022934',KBL,17,44,200,239,47800.00
5518,'2020102901022933',KBL,49,44,18,239,4302.00
5519,'2020102901022932',KBL,16,44,100,239,23900.00
5520,'2020102901022931',KBL,42,44,100,239,23900.00
5521,'2020102901022930',KBL,34,44,73,239,17447.00
5522,'2020102901022929',NBB,55,10,208,236,49088.00
5523,'2020102901022928',NBB,55,59,113,236,26668.00
5524,'2020102901022927',NBB,55,6,450,236,106200.00
5525,'2020102901022926',NBB,55,41,100,236,23600.00
5526,'2020102901022925',NBB,55,56,300,236,70800.00
5527,'2020102901022924',MBL,33,54,263,235,61805.00
5528,'2020102903008558',RLFL,36,40,100,183,18300.00
5529,'2020102904004485',GIC,57,16,10,561,5610.00
5530,'2020102903008557',SIFC,8,46,100,199,19900.00
5531,'2020102903008556',SIFC,13,46,300,199,59700.00
5532,'2020102904004484',GIC,57,51,10,561,5610.00
5533,'2020102903008555',MPFL,58,32,40,144,5760.00
5534,'2020102903008554',MPFL,6,32,60,144,8640.00
5535,'2020102901022923',SRBL,14,40,25,268,6700.00
5536,'2020102904004483',GIC,57,17,10,561,5610.00
5537,'2020102903008553',PROFL,59,57,10,141,1410.00
5538,'2020102904004482',NICGF,8,50,4500,9.74,43830.00
5539,'2020102904004481',NICGF,8,19,500,9.74,4870.00
5540,'2020102901022922',KPCL,45,29,10,177,1770.00
5541,'2020102901022921',CCBL,43,26,830,199,165170.00
5542,'2020102901022920',CCBL,14,26,200,199,39800.00
5543,'2020102901022919',CCBL,18,26,255,199,50745.00
5544,'2020102901022918',CCBL,49,26,100,199,19900.00
5545,'2020102901022917',CCBL,40,26,1000,199,199000.00
5546,'2020102901022916',CCBL,47,26,100,199,19900.00
5547,'2020102901022915',CCBL,19,26,100,199,19900.00
5548,'2020102901022914',CCBL,37,26,887,199,176513.00
5549,'2020102901022913',LEC,51,28,200,204,40800.00
5550,'2020102901022912',NICA,45,37,50,617,30850.00
5551,'2020102901022911',NICA,25,37,150,617,92550.00
5552,'2020102903008552',RLI,29,48,10,592,5920.00
5553,'2020102903008551',KMCDB,19,17,10,730,7300.00
5554,'2020102903008550',RLI,29,34,10,592,5920.00
5555,'2020102901022910',PCBL,6,21,1000,333,333000.00
5556,'2020102903008549',NLIC,49,49,100,1411,141100.00
5557,'2020102904004480',GIC,57,14,10,561,5610.00
5558,'2020102904004479',GIC,57,40,10,561,5610.00
5559,'2020102901022909',API,58,56,10,227,2270.00
5560,'2020102904004478',GIC,57,55,10,561,5610.00
5561,'2020102904004477',RBCLPO,35,28,20,11099,221980.00
5562,'2020102904004476',RBCLPO,35,41,10,10950,109500.00
5563,'2020102904004475',RBCLPO,35,4,50,10940,547000.00
5564,'2020102901022908',NLG,41,42,27,716,19332.00
5565,'2020102901022907',NLG,50,42,23,716,16468.00
5566,'2020102901022906',NIB,43,35,214,440,94160.00
5567,'2020102901022905',NIB,38,35,786,440,345840.00
5568,'2020102904004474',GIC,57,29,10,561,5610.00
5569,'2020102904004473',GIC,57,21,10,561,5610.00
5570,'2020102903008548',NLICL,35,55,100,776,77600.00
5571,'2020102901022904',RRHP,33,19,10,196,1960.00
5572,'2020102901022903',NBB,55,34,500,235,117500.00
5573,'2020102901022902',NBB,55,28,269,235,63215.00
5574,'2020102901022901',NBB,55,41,200,235,47000.00
5575,'2020102901022900',NBB,55,43,213,235,50055.00
5576,'2020102903008547',NRN,38,59,10,346,3460.00
5577,'2020102904004472',GIC,57,41,10,561,5610.00
5578,'2020102904004471',GIC,57,49,10,561,5610.00
5579,'2020102901022899',SBL,34,34,378,345,130410.00
5580,'2020102902000416',SSHL,38,22,20,132,2640.00
5581,'2020102901022898',KBL,34,8,20,239,4780.00
5582,'2020102901022897',NBL,37,58,160,345,55200.00
5583,'2020102901022896',PCBL,40,21,300,333,99900.00
5584,'2020102903008546',GFCL,5,36,300,199,59700.00
5585,'2020102903008545',SHINE,28,42,439,276,121164.00
5586,'2020102903008544',SHINE,28,42,61,276,16836.00
5587,'2020102901022895',PMHPL,17,34,10,141,1410.00
5588,'2020102904004470',GIC,57,29,10,561,5610.00
5589,'2020102901022894',ADBL,43,54,50,472,23600.00
5590,'2020102904004469',GIC,22,21,10,561,5610.00
5591,'2020102901022893',KPCL,45,42,10,177,1770.00
5592,'2020102904004468',GIC,22,47,10,561,5610.00
5593,'2020102904004467',GIC,22,17,10,561,5610.00
5594,'2020102904004466',GIC,22,40,10,561,5610.00
5595,'2020102901022892',IGI,17,45,300,537,161100.00
5596,'2020102901022891',ADBL,43,34,100,472,47200.00
5597,'2020102901022890',SHIVM,58,56,400,755,302000.00
5598,'2020102903008543',RLI,29,59,10,592,5920.00
5599,'2020102903008542',RLI,29,48,10,592,5920.00
5600,'2020102903008541',NRN,38,34,10,346,3460.00
5601,'2020102901022889',NMB,13,34,250,433,108250.00
5602,'2020102904004465',GIC,48,42,10,561,5610.00
5603,'2020102904004464',GIC,48,21,10,561,5610.00
5604,'2020102903008540',CFCL,17,35,70,170,11900.00
5605,'2020102903008539',DDBL,39,41,199,911,181289.00
5606,'2020102903008538',DDBL,54,41,201,911,183111.00
5607,'2020102901022888',CBL,44,41,220,176,38720.00
5608,'2020102904004463',GIC,48,22,10,561,5610.00
5609,'2020102901022887',HBL,35,17,167,612,102204.00
5610,'2020102904004462',GIC,48,6,10,561,5610.00
5611,'2020102904004461',GIC,48,51,10,561,5610.00
5612,'2020102901022886',EBL,51,21,97,738,71586.00
5613,'2020102903008537',GBBL,4,4,100,274,27400.00
5614,'2020102901022885',CCBL,37,34,113,199,22487.00
5615,'2020102901022884',CCBL,39,34,1000,199,199000.00
5616,'2020102901022883',CCBL,58,34,500,199,99500.00
5617,'2020102901022882',CCBL,40,34,100,199,19900.00
5618,'2020102901022881',CCBL,51,34,100,199,19900.00
5619,'2020102901022880',CCBL,26,34,500,199,99500.00
5620,'2020102901022879',CCBL,25,34,500,199,99500.00
5621,'2020102901022878',CCBL,20,34,30,200,6000.00
5622,'2020102901022877',CCBL,22,34,100,200,20000.00
5623,'2020102901022876',CCBL,44,34,57,200,11400.00
5624,'2020102901022875',SJCL,49,37,20,196,3920.00
5625,'2020102901022874',ADBL,43,54,195,472,92040.00
5626,'2020102904004460',GIC,48,17,10,561,5610.00
5627,'2020102901022873',BOKL,13,58,50,285,14250.00
5628,'2020102904004459',GIC,48,40,10,561,5610.00
5629,'2020102904004458',GIC,48,58,10,561,5610.00
5630,'2020102904004457',GIC,48,28,10,561,5610.00
5631,'2020102904004456',GIC,48,40,10,561,5610.00
5632,'2020102901022872',HURJA,58,36,200,176,35200.00
5633,'2020102904004455',GIC,59,21,10,560,5600.00
5634,'2020102901022871',ADBL,43,56,105,472,49560.00
5635,'2020102901022870',ADBL,40,56,100,472,47200.00
5636,'2020102901022869',ADBL,55,56,95,472,44840.00
5637,'2020102901022868',LBL,58,33,10,284,2840.00
5638,'2020102903008536',SABSL,48,32,11,858,9438.00
5639,'2020102901022867',KBL,8,55,70,240,16800.00
5640,'2020102901022866',KBL,8,48,130,240,31200.00
5641,'2020102903008535',CFCL,55,20,700,171,119700.00
5642,'2020102903008534',CFCL,55,50,500,171,85500.00
5643,'2020102901022865',SBI,21,35,153,445,68085.00
5644,'2020102901022864',DHPL,58,37,11,116,1276.00
5645,'2020102904004454',GIC,59,21,10,560,5600.00
5646,'2020102901022863',HDHPC,36,6,100,140,14000.00
5647,'2020102903008533',ALBSL,57,6,39,806,31434.00
5648,'2020102901022862',NICA,52,52,478,618,295404.00
5649,'2020102901022861',NICA,52,54,500,618,309000.00
5650,'2020102901022860',NICA,52,34,22,618,13596.00
5651,'2020102904004453',GIC,59,17,10,560,5600.00
5652,'2020102903008532',RLI,29,48,10,592,5920.00
5653,'2020102901022859',NICA,25,34,350,617,215950.00
5654,'2020102901022858',NICA,17,34,100,617,61700.00
5655,'2020102901022857',NICA,50,34,400,617,246800.00
5656,'2020102901022856',NICA,13,34,250,617,154250.00
5657,'2020102901022855',NICA,13,34,1000,617,617000.00
5658,'2020102901022854',NICA,42,34,100,617,61700.00
5659,'2020102901022853',NICA,32,34,100,617,61700.00
5660,'2020102901022852',NICA,16,34,100,617,61700.00
5661,'2020102901022851',NICA,33,34,1500,617,925500.00
5662,'2020102901022850',NICA,35,34,100,617,61700.00
5663,'2020102901022849',RHPC,13,42,462,181,83622.00
5664,'2020102901022848',RHPC,13,42,38,181,6878.00
5665,'2020102901022847',SBL,34,53,330,345,113850.00
5666,'2020102901022846',SBL,39,53,100,345,34500.00
5667,'2020102901022845',SBL,26,53,50,345,17250.00
5668,'2020102901022844',SBL,57,53,20,345,6900.00
5669,'2020102901022843',NIB,38,36,54,440,23760.00
5670,'2020102904004452',GIC,59,34,10,560,5600.00
5671,'2020102901022842',AKPL,28,8,10,260,2600.00
5672,'2020102903008531',RSDC,43,34,67,555,37185.00
5673,'2020102903008530',RSDC,43,41,20,555,11100.00
5674,'2020102903008529',RSDC,43,48,42,555,23310.00
5675,'2020102903008528',RSDC,43,34,167,555,92685.00
5676,'2020102901022841',SHIVM,58,42,50,754,37700.00
5677,'2020102901022840',SHIVM,58,4,90,754,67860.00
5678,'2020102901022839',PCBL,58,49,150,332,49800.00
5679,'2020102903008527',MERO,22,42,20,757,15140.00
5680,'2020102901022838',HBL,6,50,20,612,12240.00
5681,'2020102901022837',RRHP,33,37,10,196,1960.00
5682,'2020102904004451',GIC,59,56,10,560,5600.00
5683,'2020102904004450',GIC,59,21,10,560,5600.00
5684,'2020102901022836',LEC,51,49,10,204,2040.00
5685,'2020102904004449',NIBPO,35,32,18,393,7074.00
5686,'2020102904004448',NIBPO,35,32,332,393,130476.00
5687,'2020102904004447',GIC,59,59,10,560,5600.00
5688,'2020102901022835',UPPER,7,54,152,293,44536.00
5689,'2020102901022834',UPPER,50,54,48,293,14064.00
5690,'2020102901022833',CZBIL,48,39,250,238,59500.00
5691,'2020102901022832',CZBIL,59,39,250,238,59500.00
5692,'2020102901022831',SRBL,29,32,87,268,23316.00
5693,'2020102901022830',SRBL,29,37,213,268,57084.00
5694,'2020102901022829',SBL,39,34,20,346,6920.00
5695,'2020102903008526',RLI,29,19,10,592,5920.00
5696,'2020102901022828',HDHPC,36,6,100,140,14000.00
5697,'2020102903008525',CIT,13,5,10,3725,37250.00
5698,'2020102901022827',PCBL,58,49,100,332,33200.00
5699,'2020102901022826',PCBL,58,47,1211,332,402052.00
5700,'2020102903008524',NRIC,33,34,40,865,34600.00
5701,'2020102901022825',UPCL,57,21,50,138,6900.00
5702,'2020102901022824',MEGA,58,56,225,242,54450.00
5703,'2020102901022823',NMB,58,34,20,433,8660.00
5704,'2020102904004446',GIC,59,21,10,560,5600.00
5705,'2020102901022822',NLG,57,34,50,718,35900.00
5706,'2020102903008523',KSBBL,58,39,638,230,146740.00
5707,'2020102901022821',NCCB,58,19,10,240,2400.00
5708,'2020102904004445',GIC,59,51,10,560,5600.00
5709,'2020102901022820',CBL,44,8,50,176,8800.00
5710,'2020102903008522',SKBBL,58,8,10,1390,13900.00
5711,'2020102903008521',NMFBS,22,28,26,1554,40404.00
5712,'2020102903008520',NMFBS,22,28,26,1554,40404.00
5713,'2020102903008519',LLBS,7,59,10,1126,11260.00
5714,'2020102901022819',SCB,1,14,118,682,80476.00
5715,'2020102903008518',NRN,38,59,10,346,3460.00
5716,'2020102904004444',LUK,48,32,100,9,900.00
5717,'2020102904004443',GIC,59,56,10,560,5600.00
5718,'2020102903008517',SADBL,39,17,450,191,85950.00
5719,'2020102903008516',SADBL,43,17,500,191,95500.00
5720,'2020102903008515',SADBL,32,17,50,191,9550.00
5721,'2020102904004442',GIC,59,45,10,560,5600.00
5722,'2020102904004441',GIC,59,21,10,560,5600.00
5723,'2020102904004440',GIC,22,40,10,561,5610.00
5724,'2020102904004439',NIBPO,35,32,310,392,121520.00
5725,'2020102904004438',NIBPO,35,25,635,390,247650.00
5726,'2020102904004437',NIBPO,35,58,255,389,99195.00
5727,'2020102904004436',NIBPO,35,58,1468,388,569584.00
5728,'2020102901022818',HDHPC,36,6,100,140,14000.00
5729,'2020102903008514',NRIC,33,14,40,865,34600.00
5730,'2020102904004435',GIC,59,44,10,560,5600.00
5731,'2020102903008513',RLI,29,48,10,592,5920.00
5732,'2020102903008512',NTC,33,34,253,733,185449.00
5733,'2020102901022817',HDHPC,40,45,500,141,70500.00
5734,'2020102901022816',HDHPC,40,43,200,141,28200.00
